RelTime,Delta,CO2
-0.766666667,-25.66,1.1
-0.483333333,-24.98,0.98
-0.183333333,-25.01,1.02
0,NA,NA
0.383333333,-19.52,0.72
0.666666667,-8.38,0.56
0.933333333,0.38,0.66
1.2,3.43,0.76
1.483333333,7.64,0.64
1.75,7.46,0.9
2.033333333,7.12,0.88
2.333333333,3.6,0.66
2.6,4.53,0.84
2.866666667,-2,0.74
