RelTime,Delta,CO2
-1.183333333,-24.6,1.13
-0.516666667,-24.3,0.87
-0.25,-24.69,1.11
0,NA,NA
0.133333333,-27.67,0.88
0.466666667,-15.19,0.55
0.733333333,-12.78,0.78
1,-2.7,0.8
1.25,-1.63,1.12
1.533333333,-1.65,1.09
1.816666667,-4,1.14
2.1,-6.08,1.27
2.416666667,-6.82,1.05
2.7,-7.71,0.88
2.966666667,-7.88,1.01
