RelTime,Delta,CO2
-0.8,-24.83,1.19
-0.483333333,-26.44,0.95
-0.183333333,-24.51,0.53
0,NA,NA
0.316666667,-26.68,1
0.633333333,-21.9,0.81
0.916666667,-15.72,1.12
1.233333333,-2.52,0.51
1.516666667,-9.49,0.65
1.783333333,-7.71,0.73
2.05,-8.18,0.95
2.35,-9.25,0.95
2.65,-12.5,0.78
2.933333333,-11.29,0.79
