RelTime,Delta,CO2
-0.566666667,-24.94,0.55
-0.183333333,-25.53,1.2
0,NA,NA
0.35,-25.63,0.68
0.683333333,-25.58,0.59
1.05,-25.89,1.25
1.416666667,-24.88,0.71
1.716666667,-25.49,0.66
2.033333333,-24.9,0.7
2.35,-24.72,0.89
2.65,-24.5,0.86
2.9,-24.12,0.72
