RelTime,Delta,CO2
-1.416666667,16.61,0.64
-0.783333333,-21.03,0.77
-0.116666667,-20.94,..94
0,NA,NA
0.35,-22.02,0.62
0.716666667,-22.17,0.71
1.016666667,-17.78,0.4
1.316666667,-20.68,1.02
1.666666667,-20.49,0.68
1.983333333,-20.84,1.06
2.383333333,-20.4,0.82
2.7,-15.24,0.5
2.983333333,-16.92,0.83
