RelTime,Delta,CO2
-0.866666667,-22.95,0.73
-0.616666667,-23.36,0.87
-0.383333333,-24.19,0.68
0,NA,NA
0.2,-23.32,0.82
0.466666667,-15.39,1.26
0.733333333,-4.49,0.86
1,-0.05,0.9
1.25,4.76,0.65
1.5,6.36,0.88
1.766666667,-0.54,0.79
2.016666667,3.9,1.06
2.283333333,2.85,0.83
2.533333333,5.03,0.88
2.8,1.21,0.75
