RelTime,Delta,CO2
-0.4,-24.64,0.86
-0.133333333,-26.24,0.8
0,NA,NA
0.1,-33.46,0.97
0.416666667,-27.04,1.13
0.683333333,-25.99,0.87
1,-27.28,0.67
1.333333333,-25.1,0.82
1.633333333,-25.1,1
1.95,-25.44,0.84
2.266666667,-24.45,0.78
2.583333333,-25.23,0.86
2.9,-25.47,0.99
,,
