RelTime,Delta,CO2
-0.7,-25.62,0.96
-0.416666667,-24.89,0.6
-0.15,-25.52,0.56
0,NA,NA
0.1,-27.96,0.76
0.383333333,-25.34,0.72
1.383333333,-23.49,0.81
1.666666667,-23.97,0.66
1.933333333,-23.89,1
2.233333333,-22.81,0.96
2.533333333,-23.57,0.93
2.816666667,-21.78,0.63
