RelTime,Delta,CO2
-0.55,-26.63,0.93
-0.183333333,-27.41,0.83
0,NA,NA
0.166666667,-18.67,0.57
0.716666667,-11.75,0.95
1.016666667,-10.26,0.67
1.283333333,-11.05,1.11
1.566666667,-6.62,1.01
1.9,-8.77,0.9
2.183333333,-10.15,0.88
2.483333333,-6.6,1.11
2.8,-6.24,0.95
