RelTime,Delta,CO2
-0.783333333,-25.1,0.99
-0.483333333,-25.17,0.9
-0.166666667,-25.33,0.97
0,NA,NA
0.2,-30.88,0.75
0.533333333,-24.54,0.51
0.783333333,-23.13,0.75
1.083333333,-21.23,1.11
1.4,-21.1,0.77
1.683333333,-20.08,0.83
1.983333333,-17.3,0.95
2.283333333,-16.89,1.02
2.6,-18.05,1.31
2.966666667,-16.16,1.14
