RelTime,Delta,CO2
-1.383333333,-18.07,0.5
-1.083333333,-19.89,0.6
-1.516666667,-19.12,0.66
0,NA,NA
0.166666667,22.73,0.43
0.666666667,71.33,0.54
1.15,106.26,0.63
1.466666667,85.58,0.94
1.883333333,85.75,0.98
2.15,85.12,0.97
2.383333333,78.64,0.91
2.65,58.23,0.8
2.883333333,NA,NA
