,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W36,S-W37,S-W20
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) phylum,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
unclassified,100.000000,0.000000,33.333334,50.000000,100.000000,0.000000,100.000000,0.000000,100.000000,25.000000,0.000000,50.000000,25.000000,0.000000,0.000000,0.000000,-nan,-nan
Bacteria;Bacteroidetes;NA;NA;NA;NA;NA;,0,100.000000,66.666672,25.000000,0,50.000000,0,100.000000,0,50.000000,100.000000,50.000000,75.000000,100.000000,100.000000,100.000000,0,0
Bacteria;Firmicutes;NA;NA;NA;NA;NA;,0,0,0,25.000000,0,50.000000,0,0,0,25.000000,0,0,0,0,0,0,0,0
