,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W20,S-W36,S-W37
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;NA;,16.071428,7.936508,3.076923,11.224489,20.512821,7.272727,20.833332,10.256411,13.846154,18.446602,12.903225,28.205130,16.788322,6.557377,12.500000,21.875000,2.857143,23.809525
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;NA;NA;,9.821428,19.047619,26.153847,17.346939,23.076923,21.818182,14.583333,23.076923,20.000000,16.504854,16.129032,12.820514,18.978102,22.950819,37.500000,15.625000,22.857143,33.333336
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;NA;NA;,6.250000,1.587302,4.615385,3.061224,1.282051,7.272727,4.166667,5.128205,1.538462,1.941748,2.150538,3.846154,5.109489,3.278688,2.083333,0,2.857143,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;NA;,4.464286,3.174603,4.615385,6.122449,2.564103,1.818182,0,2.564103,1.538462,2.912621,1.075269,2.564103,3.649635,3.278688,0,21.875000,0,9.523809
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;NA;NA;,4.464286,6.349207,0,4.081633,2.564103,10.909091,2.083333,7.692308,0,3.883495,9.677419,3.846154,0.729927,4.918033,8.333334,9.375000,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;NA;NA;,4.464286,12.698414,7.692308,5.102041,3.846154,3.636364,8.333334,5.128205,9.230769,3.883495,8.602151,2.564103,5.109489,14.754099,8.333334,0,8.571429,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;NA;NA;,4.464286,6.349207,6.153846,4.081633,3.846154,0,2.083333,12.820514,4.615385,3.883495,5.376344,1.282051,2.919708,1.639344,4.166667,12.500000,17.142859,0
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;NA;NA;,2.678571,1.587302,0,3.061224,2.564103,1.818182,2.083333,0,1.538462,4.854369,5.376344,0,4.379562,1.639344,2.083333,0,8.571429,0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;NA;NA;,1.785714,0,0,0,0,0,0,0,0,0,1.075269,0,0,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Kineosporiales;Kineosporiaceae;NA;NA;,0.892857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
