,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W36,S-W37,S-W20
Bacteria;Firmicutes;NA;NA;NA;NA;NA;,72.857140,69.047615,74.285713,74.603180,72.881355,74.358978,69.696968,77.777779,75.000000,78.723404,68.292686,80.327866,73.809525,75.609756,66.666672,75.000000,80.000000,87.500000
Bacteria;Bacteroidetes;NA;NA;NA;NA;NA;,4.285715,11.904762,8.571429,7.936508,8.474577,12.820514,12.121212,7.407407,0,6.382979,4.878048,3.278688,4.761905,9.756097,14.814815,14.285715,0,0
Bacteria;Proteobacteria;NA;NA;NA;NA;NA;,2.857143,0,0,1.587302,1.694915,2.564103,3.030303,7.407407,3.125000,0,2.439024,0,1.190476,0,3.703704,3.571429,0,0
Bacteria;Candidatus Riflebacteria;NA;NA;NA;NA;NA;,1.428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) phylum,14.285715,11.904762,14.285715,11.111112,11.864407,5.128205,15.151516,3.703704,15.625000,6.382979,14.634146,9.836065,14.285715,7.317073,14.814815,7.142858,20.000000,12.500000
unclassified,4.285714,7.142857,2.857143,1.587302,3.389831,2.564103,0.000000,0.000000,0.000000,4.255319,7.317073,3.278688,5.952381,7.317073,0.000000,0.000000,0.000000,0.000000
Bacteria;Lentisphaerae;NA;NA;NA;NA;NA;,0,0,0,3.174603,0,0,0,0,3.125000,4.255319,0,0,0,0,0,0,0,0
Bacteria;Spirochaetes;NA;NA;NA;NA;NA;,0,0,0,0,1.694915,0,0,0,3.125000,0,2.439024,0,0,0,0,0,0,0
Bacteria;Tenericutes;NA;NA;NA;NA;NA;,0,0,0,0,0,2.564103,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Actinobacteria;NA;NA;NA;NA;NA;,0,0,0,0,0,0,0,3.703704,0,0,0,1.639344,0,0,0,0,0,0
Bacteria;Chloroflexi;NA;NA;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,0,1.639344,0,0,0,0,0,0
