RelTime,Delta,CO2
-1.033333333,-25.31,1.01
-0.733333333,-24.81,1.16
-0.416666667,-24.83,1.13
0,NA,NA
0.25,-25.22,1.05
0.55,-25.32,1.03
0.85,-25.01,1
1.15,-24.77,1.11
1.45,-25.23,1.11
1.8,-25.05,0.88
2.083333333,-25.3,1.2
2.466666667,-24.49,0.94
2.766666667,-23.89,0.91
3.05,-23.45,0.96
,,
, ,
