RelTime,Delta,CO2
-0.45,-26.82,0.69
-0.183333333,-24.89,0.81
0,NA,NA
0.133333333,31.01,0.7
0.433333333,178.92,1.06
0.716666667,220.83,0.99
1,195.46,1.09
1.316666667,192.65,1.13
1.6,167.43,0.95
1.866666667,150.99,0.92
2.15,115.43,1
2.433333333,93.72,1.12
2.783333333,79.85,0.73
3.15,62.27,0.73
3.566666667,52.72,0.72
4.033333333,46.55,0.83
4.383333333,30.07,0.97
