RelTime,Delta,CO2
-0.716666667,-25.05,0.89
-0.45,-25.08,0.81
-0.166666667,-22.32,0.6
0,NA,NA
0.083333333,59.9,0.71
0.366666667,178.06,0.68
0.633333333,300.16,0.91
0.916666667,283.05,0.76
1.2,380.02,0.91
1.5,883.27,1.06
1.8,1594.97,0.96
2.1,2018.15,0.91
2.4,2504.23,0.99
2.683333333,2813.17,0.82
2.983333333,3219.1,1.09
3.3,3176.33,0.98
3.6,3137.39,0.99
3.933333333,2615.54,0.79
4.216666667,2781.66,1.04
