RelTime,Delta,CO2
-0.783333333,-25.29,0.97
-0.483333333,-25.29,0.7
-0.2,-25.25,0.93
0,NA,NA
0.166666667,3.17,0.84
0.45,46.55,0.84
0.716666667,55.36,0.9
1.016666667,152.52,0.76
1.316666667,157.82,0.92
1.6,160.04,0.88
1.9,160.67,0.89
2.183333333,172.78,0.96
2.483333333,148.34,0.62
2.75,139.69,0.68
3.05,141.97,68
3.316666667,131.11,0.9
3.6,99.95,1.03
3.9,83.83,0.73
4.183333333,73.68,0.68
4.466666667,72.77,0.94
