RelTime,Delta,CO2
-0.416666667,-25.26,1.04
-0.15,-25.49,0.93
0,NA,NA
0.116666667,-27.46,1.23
0.416666667,-20.86,1.09
0.716666667,-23.3,0.68
1,-22.21,1.05
1.3,-21,0.95
1.6,-21.34,1.06
1.933333333,-21.16,1.01
2.25,-22.6,0.83
,,
,,
,,
