RelTime,Delta,CO2
-0.433333333,-38.06,0.05
-0.15,-24.49,0.92
0,NA,NA
0.15,-27.54,0.86
0.433333333,-22.94,1.22
0.733333333,-22.36,1.06
1.033333333,-23.4,0.68
1.366666667,-23.6,0.65
1.666666667,-24.6,0.72
2.05,-24.58,0.73
2.316666667,-23.78,0.96
2.6,-23.31,1.04
2.85,-21.95,0.91
,,
