RelTime,Delta,CO2
-1.933333333,-25.89,0.71
-0.916666667,-26.58,1
0,NA,NA
0.35,-25.5,0.67
0.75,-24.98,0.56
1.166666667,-24.54,0.97
1.55,-24.4,0.84
2.05,-24.35,1.13
2.433333333,-24.78,1.12
