RelTime,Delta,CO2
-0.75,-25.46,0.65
-0.433333333,-25.48,0.8
-0.15,-25.53,0.79
0,NA,NA
0.383333333,179.56,0.85
0.666666667,242.2,1
0.966666667,345.31,0.95
1.25,476.54,0.96
1.55,568.2,0.94
1.85,648.45,1.03
2.15,807.88,1.06
2.45,913.49,1.1
2.766666667,1118.08,1.02
3.116666667,1034.82,0.84
3.4,1134.52,1.11
3.716666667,1082.13,0.67
3.983333333,1146.05,1.16
4.3,1086.76,0.86
