RelTime,Delta,CO2
-0.466666667,-24.51,0.71
-0.166666667,-25.02,0.99
0,NA,NA
0.166666667,-29.01,0.78
0.45,-24.21,1.29
0.716666667,-20.16,0.72
0.983333333,-18.34,0.86
1.266666667,-0.09,0.98
1.533333333,7.53,1.15
1.833333333,29.94,1.14
2.116666667,69.31,0.62
2.45,130.08,0.62
,,
,,
