RelTime,Delta,CO2
-0.716666667,-21.07,0.51
-0.416666667,-21.45,0.87
-0.15,-20.36,0.95
0,NA,NA
0.133333333,40.43,0.93
0.45,232.33,0.64
0.716666667,310.37,0.91
1,345.02,0.95
1.283333333,348.76,0.95
1.733333333,330.77,0.62
2,363.97,0.68
2.266666667,640.05,0.92
2.55,1218.15,0.77
2.833333333,2067.01,0.74
3.15,2717.6,0.74
3.433333333,3278.92,1
3.75,3415.17,0.81
4.033333333,3499.12,1.02
4.35,3370.49,0.89
4.65,3349.48,0.87
