RelTime,Delta,CO2
-0.716666667,-25.01,0.85
-0.433333333,-24.9,0.78
-0.166666667,-26.1,0.68
0,NA,NA
0.15,26.86,0.89
0.433333333,132.27,0.89
0.7,137.22,0.89
0.983333333,145.08,0.68
1.233333333,160.46,1.03
1.516666667,114.86,0.86
1.8,127.14,0.93
2.083333333,111.16,0.76
2.366666667,103.19,0.98
2.6,85.22,0.97
2.933333333,78.53,0.75
3.166666667,97.95,1.17
3.433333333,112.91,0.64
3.683333333,112.84,0.99
3.95,102.52,1.11
4.233333333,85.87,0.96
