RelTime,Delta,CO2
-0.766666667,-25.14,0.85
-0.483333333,-24.52,0.77
-0.15,-25.04,0.96
0,NA,NA
0.15,-28.92,0.7
0.45,-24.74,0.65
0.683333333,-24.84,0.74
0.966666667,-25.83,0.99
1.25,-25.43,0.93
1.55,-25.16,0.92
1.833333333,-25.59,0.87
2.116666667,-24.79,0.91
2.4,-24.51,0.8
2.683333333,-24.29,0.85
2.966666667,-24.03,0.86
