RelTime,Delta,CO2
-0.433333333,-4.65,0.71
-0.15,-23.5,0.89
0,NA,NA
0.15,-25.02,1.21
0.433333333,-24.04,0.79
0.716666667,-26.18,0.75
1,-25.61,0.51
1.283333333,-25.05,0.85
1.6,-20.24,0.39
1.933333333,-23.49,0.75
2.266666667,-23.41,0.85
2.683333333,-20.37,0.57
2.933333333,-22.45,0.76
,,
