RelTime,Delta,CO2
-0.83,-20.57,0.92
-0.50,-20.43,0.96
-0.17,-20.02,0.95
0.00,NA,NA
0.17,-24.8,1.15
0.53,22.99,0.99
0.88,40.39,1.02
1.23,48.3,0.99
1.57,58.08,1.05
1.916666667,75.77,0.71
2.216666667,67.54,0.86
2.55,71.55,1.01
2.883333333,62.47,0.95
