RelTime,Delta,CO2
-0.45,-23.45,1.07
-0.183333333,-23.38,0.77
0,NA,NA
0.083333333,-30.44,1.2
0.383333333,-22.67,0.82
0.683333333,-22.56,0.83
0.966666667,-22.18,1.05
1.266666667,-21.64,0.88
1.55,-22.58,0.79
1.866666667,-22.49,1
2.166666667,-20.91,0.81
2.383333333,-21.45,0.75
,,
,,
