RelTime,Delta,CO2
-0.7,-19.76,0.94
-0.4,-19.64,0.97
-0.12,-20.15,0.56
0,NA,NA
0.15,-21.42,1.12
0.45,-21.6,1.01
0.75,-20.12,0.99
1.05,-20.79,0.85
1.33,-20.06,0.94
1.62,-21.92,0.59
1.88,-21.16,1.01
2.18,-21.12,0.92
2.48,-20.99,1.04
2.78,-20.62,0.86
