RelTime,Delta,CO2
-0.72,-22.03,0.99
-0.42,-21.99,0.74
-0.15,-21.69,0.95
0,NA,NA
0.13,-24.48,1.08
0.43,-22.85,0.9
0.72,-22.71,1.07
1.07,-22.51,1.11
1.37,-22.33,1.02
1.67,-22.72,0.63
1.93,-22.85,0.93
2.22,-22.71,1.03
2.52,-22.73,0.95
