RelTime,Delta,CO2
-0.68,-21.1,0.93
-0.42,-21.48,0.98
-0.133333333,-20.73,0.86
0,NA,NA
0.15,-22.94,1
0.433333333,-20.26,0.73
0.7,-18.42,0.99
0.966666667,-17.13,1.06
1.266666667,-14.97,1.06
1.566666667,-14.82,0.85
1.833333333,-11.28,1.05
2.116666667,128.2,0.92
2.4,402.03,1.05
