RelTime,Delta,CO2
-0.75,-24.82,0.98
-0.45,-25.01,0.99
-0.15,-24.62,0.97
0,NA,NA
0.133333333,-30.81,0.61
0.4,-25.02,0.91
0.683333333,-25.06,0.74
0.966666667,-25.38,0.83
1.233333333,-25.19,0.88
1.516666667,-25.2,1.11
1.833333333,-25.06,1.09
2.133333333,-25.37,1.04
2.433333333,-24.36,0.61
2.966666667,-24.09,0.84
