RelTime,Delta,CO2
-0.883333333,-25.06,0.88
-0.55,-25.14,0.86
-0.216666667,-24.04,0.58
0,NA,NA
0.216666667,-27.14,0.77
0.5,-24.44,0.81
0.8,-22.8,0.74
1.083333333,-23.23,0.97
1.383333333,-22.33,0.9
1.666666667,-21.79,0.85
1.983333333,-18.98,0.75
2.266666667,-18.57,0.61
