RelTime,Delta,CO2
-0.716666667,-23.46,1.1
-0.416666667,-24.32,1
-0.116666667,-24.75,0.84
0,NA,NA
0.216666667,-24.82,0.87
0.533333333,-25.45,0.7
0.783333333,-25.14,0.78
1.083333333,-25.04,1.15
1.366666667,-25.45,0.99
1.666666667,-25.12,0.86
1.966666667,-24.44,0.99
2.25,-23.38,1.08
2.6,-24.14,1
2.866666667,-24.46,0.97
