RelTime,Delta,CO2
-0.533333333,-19.92,0.55
-0.1,-18.71,1.08
0,NA,NA
0.5,NA,NA
1.333333333,308.07,0.56
1.716666667,216.08,0.13
2.033333333,188.57,0.68
2.4,136.96,0.56
2.783333333,121.2,0.44
3.166666667,93.06,0.48
3.533333333,94.95,0.85
3.983333333,79.17,1.15
4.25,84.5,0.72
4.45,76.79,0.54
