RelTime,Delta,CO2
-0.766666667,-24.6,0.77
-0.483333333,-24.05,0.63
-0.2,-25.44,1.18
0,NA,NA
0.183333333,-30.48,0.58
0.45,-25.28,0.83
0.733333333,-25.83,0.91
1.033333333,-25.17,0.77
1.316666667,-24.84,0.94
1.616666667,-25.37,1.15
2.016666667,-23.88,0.69
2.283333333,-23.92,0.8
2.566666667,-24.16,0.93
2.866666667,-24.66,1.05
