RelTime,Delta,CO2
-0.783333333,-24.87,0.77
-0.466666667,-28.21,0.64
-0.2,-27.22,0.88
0,NA,NA
0.083333333,-24.3,0.68
0.366666667,-0.08,0.66
0.65,20.03,0.71
0.9,33.12,0.98
1.2,39.8,0.9
1.5,39.71,0.83
1.766666667,35.37,1.17
2.1,26.42,1.13
2.4,23.56,1.1
2.7,28.27,1.11
3.016666667,30.91,1.09
3.316666667,31.53,0.83
3.783333333,28.4,0.84
4.05,21.37,0.97
4.35,14.2,0.91
