RelTime,Delta,CO2
-0.75,-21.16,1.08
-0.433333333,-21.26,1.02
-0.1,-22.19,1.13
0,NA,NA
0.233333333,201.19,1.32
0.616666667,302.86,0.84
0.916666667,278.57,0.83
1.216666667,236.98,0.95
1.533333333,189.88,0.93
1.85,159.04,0.96
2.166666667,118.02,1.28
2.533333333,403.78,0.84
2.8,1402.7,1.01
3.166666667,2132.18,1.11
3.516666667,2515.93,0.89
3.833333333,2619.9,1.05
4.166666667,2422.79,1.01
