RelTime,Delta,CO2
-0.916666667,-22.41,0.68
-0.633333333,-22.2,0.83
-0.35,-22.46,0.86
0,NA,NA
0.183333333,23.38,0.07
0.433333333,15.06,0.71
0.716666667,107.81,1.18
1.05,129.18,0.96
1.35,136.53,0.84
1.65,129.69,1.18
2,109.73,0.56
2.266666667,98.28,0.52
2.533333333,97.89,0.71
2.816666667,59.36,1.2
3.166666667,53.99,0.82
3.466666667,56.12,1.2
3.8,51.8,0.85
4.066666667,46.05,0.73
