RelTime,Delta,CO2
-0.683333333,-24.33,0.92
-0.383333333,-24.53,0.8
-0.1,-24.84,0.86
0,NA,NA
0.166666667,37.21,0.68
0.466666667,259.78,0.74
0.733333333,347.24,0.82
1,385.24,0.81
1.283333333,368.09,0.73
1.566666667,294.26,0.98
1.85,267.98,0.81
2.133333333,233.58,0.75
2.416666667,208.62,1.05
2.7,178.78,1.03
3,151.97,0.94
3.283333333,126.81,1.03
3.583333333,99.34,1.1
3.9,89.23,1.16
4.216666667,73.83,0.86
