RelTime,Delta,CO2
-1,-19.66,0.66
-0.416666667,-16.38,0.54
-0.133333333,-19.09,0.58
0,NA,NA
0.15,70.92,0.87
0.466666667,NA,NA
0.866666667,352.56,0.9
1.183333333,374.14,0.62
1.6,350.06,0.6
1.916666667,352.19,1.2
2.316666667,351.5,1.1
2.7,361.93,0.95
3.066666667,438.12,0.82
3.416666667,952.34,0.75
3.733333333,1023.76,0.84
4.1,1691.61,1.01
4.5,1904.04,0.78
