RelTime,Delta,CO2
-0.95,-24.13,0.87
-0.633333333,-24.55,0.57
-0.483333333,-23.77,0.72
0,NA,NA
-0.05,3.14,0.18
0.2,-31.5,1.59
0.75,-23.57,0.89
1.066666667,-23.26,0.81
1.366666667,-23.33,1.21
1.716666667,-24.13,1.41
2.2,-23.87,0.89
2.516666667,-24.06,0.69
2.8,-24.27,1.1
