RelTime,Delta,CO2
-0.733333333,-26,0.93
-0.45,-24.87,0.92
-0.15,-25.54,0.85
0,NA,NA
0.3,6395.89,0.67
0.566666667,6625.77,0.9
0.883333333,7220.92,1.06
1.25,5621.89,0.93
1.566666667,4038.41,0.93
2,2851.05,0.76
2.283333333,2182.87,0.91
2.6,1530.17,1.07
2.916666667,1253.8,1.09
,,
