RelTime,Delta,CO2
-0.75,-25.6,0.89
-0.4,-25.17,0.83
-0.116666667,-25.12,0.95
0,NA,NA
0.27,145.61,0.79
0.55,147.74,0.83
0.85,173.96,0.6
1.1,208.5,0.82
1.4,161.68,0.62
1.683333333,178.03,0.72
1.966666667,178.45,0.83
2.25,145.25,0.47
2.516666667,127.97,1.13
2.85,122.2,0.97
3.15,75.4,0.66
3.416666667,79.22,1.03
3.733333333,71.29,0.77
4,75.54,0.84
4.3,57.85,0.72
