RelTime,Delta,CO2
-0.85,-25.35,0.88
-0.55,-25.5,1.03
-0.25,-24.81,1.09
0,NA,NA
0.216666667,-27.17,0.84
0.516666667,-25.11,0.86
0.8,-25.09,0.84
1.083333333,-24.7,0.81
1.366666667,-24.51,0.98
1.666666667,-22.57,0.7
1.933333333,-22.11,1.02
2.25,-21.91,1.18
2.566666667,-22.16,1.07
2.883333333,-22.8,1.03
