RelTime,Delta,CO2
-0.783333333,-22.96,0.76
-0.5,-23.86,1.06
-0.2,-23.88,1.09
0,NA,NA
0.1,-31.31,0.84
0.383333333,-24.43,0.85
0.65,-20.64,1.12
0.95,-7.62,0.89
1.233333333,17.16,1.02
1.533333333,46.68,0.93
1.816666667,98.16,0.99
2.116666667,142.7,1.22
2.45,209.23,1.03
