RelTime,Delta,CO2
-0.75,-24.63,0.96
-0.466666667,-25.39,0.82
-0.183333333,-24.65,0.88
0,NA,NA
0.216666667,-27.65,0.85
0.5,-26.04,0.93
0.783333333,-24.5,0.92
1.083333333,-24.07,0.83
1.366666667,-24.45,0.9
1.65,-23.68,0.94
1.933333333,-24.22,0.99
2.233333333,-23.99,1
2.516666667,-24.68,0.75
