RelTime,Delta,CO2
-1.316666667,-21.24,0.72
-0.783333333,-20.73,0.73
0,NA,NA
0.366666667,-21.95,1.17
0.966666667,-22.58,0.81
1.566666667,-21.95,0.84
2.15,-21.92,0.92
2.45,-22.76,0.82
2.75,-21.51,0.51
