RelTime,Delta,CO2
-0.9,-25.15,1.39
-0.55,-24.56,1.16
-0.233333333,-25.56,1
0,NA,NA
0.266666667,70.71,0.63
0.533333333,137.85,0.85
0.816666667,194.77,0.91
1.116666667,228.38,1.11
1.416666667,209.48,0.83
1.7,207.19,0.9
1.983333333,199.33,0.93
2.266666667,187.32,1
2.566666667,155.72,0.96
2.85,127.25,0.7
3.116666667,123.36,0.86
3.4,111.48,1.07
3.7,92.63,0.83
3.983333333,87.39,0.79
4.266666667,79.2,1.2
4.583333333,65.19,0.84
