RelTime,Delta,CO2
-1,-24.88,0.79
-0.733333333,-23.78,0.91
-0.45,-23.78,0.73
0,NA,NA
0.233333333,-24.65,0.75
0.5,-24.53,0.83
0.766666667,-24.59,1
1.05,-24.03,0.86
1.333333333,-23.81,0.94
1.6,-23.19,1.14
1.9,-23.75,1.13
2.2,-23.52,1.05
2.55,-24.44,0.51
2.8,-23.44,0.68
3.066666667,-23.41,0.97
