RelTime,Delta,CO2
-0.616666667,-19.16,0.76
-0.466666667,-19.11,0.74
0,NA,NA
0.35,-15.51,0.87
0.75,-14.05,1.03
1.133333333,-16.3,0.82
1.483333333,-16.3,0.54
2,-17.95,0.71
2.15,-17.34,0.87
2.216666667,0.85,0.86
