RelTime,Delta,CO2
-0.75,-22.61,0.78
-0.48,-23.49,1.02
-0.17,-23.54,0.57
0,NA,NA
0.1,172.03,1.08
0.4,435.92,1.14
0.73,540.79,0.86
1.02,687.31,1.13
1.33,1162.72,0.93
1.63,1934.68,1.07
2,2298.27,0.98
2.32,2967.58,1.02
2.63,2842.28,0.94
2.93,3630.72,0.85
3.25,4193,1.08
3.58,3181.79,1.31
3.95,2150.14,0.7
4.23,2350.96,1.04
4.57,2184.07,0.96
