RelTime,Delta,CO2
-0.716666667,-25.67,0.68
-0.45,-25.35,0.69
-0.183333333,-24.99,0.71
0,NA,NA
0.133333333,-30.18,0.8
0.4,-23.32,0.8
0.666666667,-17.79,0.81
0.933333333,-13.16,1.08
1.266666667,-8.34,0.9
1.533333333,-3.71,0.86
1.8,-1.83,0.93
2.083333333,-4.28,0.87
2.35,-6.55,1.15
2.633333333,-8.61,0.59
2.9,-7.93,0.87
