RelTime,Delta,CO2
-0.816666667,-22.09,0.62
-0.516666667,-21.47,0.86
-0.166666667,-21.15,0.88
0,NA,NA
0.35,175.98,1.11
0.766666667,355.08,0.79
1.083333333,311.98,0.45
1.533333333,278.98,0.84
1.85,183.96,0.87
2.283333333,NA,NA
2.7,145.65,0.61
3.433333333,97.18,1
3.8,94.87,0.95
4.116666667,75.18,0.86
4.433333333,53.8,0.88
