RelTime,Delta,CO2
-0.72,-21.22,0.91
-0.45,-20.31,1.11
-0.13,-19.56,0.92
0.00,NA,NA
0.15,21.23,0.76
0.43,121.24,0.98
0.73,165.77,0.92
1.02,222.46,1.06
1.33,227.22,0.92
1.62,201.52,0.99
1.92,169.89,1.01
2.216666667,136,0.99
2.533333333,236.53,0.76
2.8,436.37,1.08
3.116666667,708.7,0.61
3.366666667,1035.48,0.9
3.666666667,1426.19,1.17
4.116666667,1350.8,0.65
4.416666667,1510.77,1.01
4.7,1601.18,1.05
