RelTime,Delta,CO2
-0.783333333,-24.08,0.83
-0.533333333,-24.58,0.67
-0.3,-24.46,1.08
0,NA,NA
0.183333333,-25.2,0.85
0.433333333,-23.17,0.64
0.683333333,-22.34,0.74
0.933333333,-20.72,1.05
1.183333333,-13.88,0.81
1.433333333,-8.66,0.9
1.7,42.56,0.94
1.95,100.1,0.91
2.2,167.37,1.21
2.466666667,207.43,0.62
