RelTime,Delta,CO2
-0.45,2.35,0.24
-0.166666667,-24.18,1.12
0,NA,NA
0.116666667,-22.14,0.84
0.416666667,-23.32,0.7
0.7,-20.27,0.89
0.983333333,95.82,0.75
1.266666667,529.7,0.65
1.55,1043.55,0.97
1.833333333,1305.68,0.89
2.116666667,1368.65,0.77
2.383333333,1370.94,0.75
,,
,,
