RelTime,Delta,CO2
-0.45,37.42,0.85
-0.166666667,-19.82,0.89
0,NA,NA
0.3,-24.57,0.91
0.583333333,-24.11,0.84
0.866666667,-22.68,1.04
1.2,-24.92,0.88
1.5,-22.83,0.7
1.783333333,-20.14,0.92
2.066666667,-20.54,0.95
2.35,-21.51,0.88
,,
,,
,,
