RelTime,Delta,CO2
-0.68,-20.86,0.74
-0.43,-20.31,1
-0.15,-20.9,0.72
0,NA,NA
0.15,-21.82,1.13
0.416666667,-20.88,1.01
0.716666667,-20.84,0.86
0.983333333,-20.89,1.15
1.283333333,-20.7,0.91
1.55,-21.23,0.84
1.816666667,-20.83,1
2.1,-20.94,1.02
2.383333333,-21.12,0.86
2.65,-20.69,0.88
2.916666667,-21.49,1
