RelTime,Delta,CO2
-0.683333333,-24.81,0.77
-0.4,-24.82,0.95
-0.133333333,-24.51,0.93
0,NA,NA
0.166666667,-25.29,0.89
0.45,-23.67,0.87
0.75,23.08,0.88
1.033333333,-22.61,0.99
1.316666667,-22.41,1.02
1.616666667,-24.4,0.71
1.9,-15.2,0.55
2.15,-22.62,1.17
2.466666667,-23.49,1.04
