RelTime,Delta,CO2
-0.816666667,-24.94,1.01
-0.5,-24.07,0.94
-0.216666667,-24.91,0.87
0,NA,NA
0.15,-29.81,1.08
0.466666667,-24.9,0.86
0.8,-24.6,1.08
1.183333333,-24.71,1.22
1.5,-24.33,1.07
1.85,-24.22,0.99
2.15,-24.62,1.05
2.466666667,-24.13,0.77
2.783333333,-23.9,0.93
3.083333333,-24.36,0.93
