RelTime,Delta,CO2
-0.95,-19.72,0.96
-0.62,-19.57,1.07
-0.30,-20.16,0.96
0.00,NA,NA
0.27,NA,NA
0.53,6.22,0.64
0.82,24.41,1.01
1.13,33.18,0.95
2.30,18.73,0.88
2.60,15.05,1.09
2.98,11.07,0.99
