RelTime,Delta,CO2
-0.483333333,-24.91,1.06
-0.216666667,-24.46,1.01
0,NA,NA
0.2,-21.68,0.7
0.5,-22.28,0.95
0.816666667,-22.71,0.56
1.1,-23.37,0.68
1.35,-23.27,0.85
1.6,-23.64,0.69
2.066666667,8.48,0.12
2.383333333,-24.13,0.74
2.65,-24.42,0.6
2.883333333,NA,NA
,,
